ENTREZID,SYMBOL,logFC,logCPM,F,PValue,FDR
218454,Lhfpl2,-2.03178461005617,3.24791267368967,49.7008675974511,6.92195535015547e-08,1.65601121364741e-05
69718,Ipmk,-1.02092577213617,5.52662655344459,49.6830024250639,6.94599795267688e-08,1.65601121364741e-05
20620,Plk2,2.74439579076362,3.91981710247234,50.3575951469549,7.11684685682788e-08,1.68198939758022e-05
21929,Tnfaip3,2.06612545975808,6.0613069368594,49.7581800132607,7.74329995644248e-08,1.80470777251398e-05
414111,C130083M11Rik,2.17963482456611,2.54647058938029,49.1083211493228,7.76889544810829e-08,1.80470777251398e-05
22428,Dctn6,-0.902303699654893,5.17949390848894,48.8445577587101,8.18083282498603e-08,1.87738780440675e-05
73689,Bloc1s2,1.2524698637022,5.09678905956247,48.8202704546643,8.21991790442633e-08,1.87738780440675e-05
73284,Ddit4l,3.81005269471504,0.633028623691448,48.7237329222486,8.37725313720288e-08,1.89737802513364e-05
228019,Mettl8,-1.63191376927874,4.15268011074211,48.5263974839955,8.7089433692521e-08,1.93719826720848e-05
320438,Alg6,-1.41585996405623,3.09289992861107,48.4400777137569,8.85840967640614e-08,1.93719826720848e-05
71336,Rbks,-1.33082995928562,3.19076102693841,48.4346928534834,8.86782395746026e-08,1.93719826720848e-05
212647,Aldh4a1,1.52095279967485,7.4032480004496,48.4100257729108,8.91108562694449e-08,1.93719826720848e-05
330119,Adamts3,-2.27998258501696,1.12420456670243,48.3674897553029,8.9862155850097e-08,1.93719826720848e-05
66333,Aqp11,-2.41087163836123,5.34259560347078,49.3889220207213,8.995175140822e-08,1.93719826720848e-05
110796,Tshz1,-1.1075454304303,4.66767402697167,48.330557638568,9.05199528810761e-08,1.93719826720848e-05
51786,Cpsf2,-1.08514545008669,6.18474202775261,48.1783736165845,9.32851477745842e-08,1.98060282330208e-05
56309,Mycbp,-1.13264684198308,3.66930860317052,48.1395134081587,9.40055793833357e-08,1.98060282330208e-05
78070,Cpt1c,2.4847733801516,1.53556402574513,48.0549579884996,9.55937308376968e-08,1.98333917604088e-05
107975,Pacs1,-1.29291333122677,5.46850766327023,48.0548952578852,9.55949196296242e-08,1.98333917604088e-05
67681,Mrpl18,-1.11879604540927,5.84989283731401,47.800469889758,1.00548627878873e-07,2.07031148266658e-05
231279,Guf1,-1.27511550349369,4.46436916538053,47.7332099903731,1.01903432064206e-07,2.08243111283689e-05
11783,Apaf1,1.07522589371792,5.97574419664266,47.6558058053308,1.03486694386682e-07,2.09900363189225e-05
544963,Iqgap2,-1.24938148626548,7.22842710916782,47.5175709010717,1.06379818637282e-07,2.14170154869828e-05
18747,Prkaca,-0.993697148243534,5.14334196949156,47.3822736814181,1.09295087909381e-07,2.18421411344785e-05
67089,Psmc6,-0.913255257935524,6.48733333545228,47.3037791832336,1.11025360728474e-07,2.20259728411621e-05
12368,Casp6,-1.132195497021,4.77088139572225,47.2449451426557,1.12341390872643e-07,2.2125555525562e-05
59052,Mettl9,-0.801839045958284,5.29722628508085,47.0922209895922,1.15835832776762e-07,2.26496553887742e-05
15473,Rida,-1.1384214416782,7.1550962758861,46.9353003053667,1.1954727504772e-07,2.31440725451212e-05
231413,Grsf1,-0.990571086884524,6.30715101179272,46.9137213896798,1.20067486988561e-07,2.31440725451212e-05
109065,Dnaaf2,-1.52405465639164,3.9813841490848,46.7973938132667,1.22913727054415e-07,2.35258604761404e-05
11979,Atp7b,-2.68123983093841,3.56998788280911,47.0867631607446,1.23800148384275e-07,2.35298198107427e-05
68053,Ubxn2b,-2.00848155472399,3.8375525039649,46.6145590846583,1.27533566222445e-07,2.40053733570192e-05
27883,Tango2,-1.4504295608878,5.12892761770943,46.5938383056067,1.28068697772831e-07,2.40053733570192e-05
207806,Usf3,-1.10633466503594,5.92262494993822,46.5138194911603,1.30157830432116e-07,2.42298607761266e-05
72685,Dnajc6,-2.11217599415306,4.73151500246283,46.5740445437135,1.32148270774955e-07,2.43824555122373e-05
228012,Tlk1,-0.911322427263523,6.95689627190896,46.4156068404937,1.32771750830094e-07,2.43824555122373e-05
223453,Dap,-1.02975135656112,6.43462442953296,46.3681682605958,1.34054316130194e-07,2.4452766832903e-05
215015,Fam20b,-0.987467164300787,5.64391524683509,46.2811661402914,1.36440985133021e-07,2.47178373908973e-05
217666,L2hgdh,-1.38052272917141,4.41011876003177,46.2493026932671,1.37326371317027e-07,2.47178373908973e-05
327954,Dnah2,2.02864664384897,0.792368285945128,46.0864538488201,1.4194809119314e-07,2.53816261219628e-05
98828,Cdc123,-0.862149497494998,5.88535955825621,46.0376566471328,1.43365052211026e-07,2.54637020006805e-05
12522,Cd83,2.34715572595746,6.73886823008866,47.5845135243082,1.44280882597034e-07,2.54637020006805e-05
68479,Phf5a,-1.19887184102448,5.79918812896728,45.9596652755008,1.45661147106159e-07,2.5541447207731e-05
224088,Atp13a3,-1.32193947959315,7.43978556535632,45.8333540078828,1.49463357404891e-07,2.60307351066804e-05
56489,Ikbke,1.79375177293266,5.43997166758955,45.8038374269414,1.50367026445006e-07,2.60307351066804e-05
78808,Stxbp5,-1.06461980986805,5.03720904365558,45.6791124791741,1.54250369913802e-07,2.6533992429666e-05
75725,Phf14,-1.01514800295543,5.82963205194785,45.478185346352,1.60732868849086e-07,2.74752115877315e-05
381314,Iars2,-0.978989637470637,6.4118108479824,45.4415062198341,1.61947280097355e-07,2.75097820360375e-05
67809,Rmdn3,-1.22273897015802,5.20680369325483,45.3924952350311,1.63585277513817e-07,2.76154301711057e-05
20744,Strbp,-1.20241464327978,6.10261386236373,45.3554036347933,1.64836655220018e-07,2.76192286932589e-05
57785,Rangrf,-1.76587069251287,2.92159511890019,45.3317447813117,1.65640173553155e-07,2.76192286932589e-05
12569,Cdk5r1,2.33739276208999,2.02772854941498,45.2900884865323,1.6706509954238e-07,2.76869654906241e-05
22334,Vdac2,-0.928112646796972,7.1202440873244,44.9401659873026,1.79563681713273e-07,2.95779473047578e-05
225609,Gm9949,2.23921948356469,0.447841145808672,44.9084375481988,1.80745266285402e-07,2.95932264600659e-05
12371,Casp9,-1.04270183090947,4.59968180575279,44.8496304367182,1.82957251108177e-07,2.97760187297554e-05
53885,Nphp1,-1.45749573774786,3.29550618688351,44.5847765089662,1.9328336385354e-07,3.10892641978108e-05
16330,Inpp5b,-0.959967559612831,6.08536955391762,44.5840092853903,1.9331416348762e-07,3.10892641978108e-05
76265,Tsen54,1.38605219792836,3.56103362604058,44.4502338056768,1.98765319862109e-07,3.17778978148956e-05
69955,Fars2,-0.883812278705371,4.55464506915667,44.3989634076361,2.00897751256084e-07,3.19309940432111e-05
229363,Gmps,-1.12081831131506,6.24749461196898,44.1441675427135,2.11863119100904e-07,3.34780681049039e-05
320139,Ptpn7,-1.43764826945912,6.78743379400536,44.1082042874619,2.13461510767487e-07,3.35356670586678e-05
20737,Spn,-1.47457510703862,6.65797519650253,43.9375785887517,2.212221584839e-07,3.45551554335283e-05
50927,Nasp,-1.43368003771046,6.86011389356351,43.7832405041348,2.28501379644345e-07,3.54882228420209e-05
102448,Xylb,-1.801807054848,5.13246799193464,43.6280429398397,2.36079213508421e-07,3.64568008178715e-05
26440,Psma1,-0.797182291048389,7.12975432971767,43.3222258861124,2.51806793919192e-07,3.8665857920507e-05
74158,Josd1,-0.986287990259276,5.84138300556127,43.226387818672,2.56962574067146e-07,3.92358752841065e-05
214812,Zfp609,-1.25510465589993,5.02109223412729,43.0127402632534,2.68865657186831e-07,4.08092954355484e-05
319314,A930001C03Rik,7.15615862816189,-2.24887658944168,46.5315665711551,2.70770900704587e-07,4.08092954355484e-05
230393,Focad,-1.30411087492892,4.26529267366812,42.9621111808963,2.71771679378721e-07,4.08092954355484e-05
20947,Swap70,1.63712725171477,6.61602028261539,42.7914525059749,2.81816457593976e-07,4.20769391100387e-05
18642,Pfkm,-2.36496274734653,5.24238541896439,44.2522647805868,2.83310490247517e-07,4.20769391100387e-05
19687,Rfc1,-1.16503220162655,6.57374720861807,42.7410534946668,2.84858044675931e-07,4.20769391100387e-05
77032,Tstd3,-1.23810351872891,4.09786529834392,42.6817170729544,2.88483929899395e-07,4.23821877337062e-05
380959,Alg10b,-1.07323807002992,4.86966207134918,42.5019942112986,2.99769735653803e-07,4.38034497061005e-05
68971,Tamm41,-1.24312453588728,3.79875589759993,42.413512882931,3.05498062303218e-07,4.44017745205303e-05
225791,Zadh2,-1.06215239946897,5.93353439921613,42.2219424730268,3.18304196750959e-07,4.60169668270975e-05
67967,Pold3,-1.34597971510239,5.57058577485467,42.0667923015136,3.29095092332008e-07,4.73252672724426e-05
14128,Fcer2a,2.71780564080423,6.45838864325486,44.4910105985945,3.3312058121408e-07,4.76520225095656e-05
20529,Slc31a1,-0.943445923975525,6.68488267660786,41.9207208956769,3.39611556581186e-07,4.81095400439101e-05
21833,Thra,-1.54257044800221,4.05832137150783,41.917340315383,3.39859144502401e-07,4.81095400439101e-05
384281,Gatc,-0.96601872569716,4.38694373783465,41.8144509477246,3.47487404294962e-07,4.88805497343734e-05
209354,Eif2b1,-1.08084721920917,5.27691786996443,41.7758894688052,3.50393221359543e-07,4.88805497343734e-05
270076,Gcdh,1.0268433694072,7.45903661628041,41.767751490697,3.51009766656451e-07,4.88805497343734e-05
320541,Slc35e2,-1.25423234576582,4.97063356177913,41.7393739866462,3.53168753620582e-07,4.88805497343734e-05
67054,Paics,-1.17001730336385,7.76020203313737,41.724603448895,3.54298108748356e-07,4.88805497343734e-05
110094,Phka2,-1.1090652089856,4.58554146852527,41.6307584800718,3.6156404765765e-07,4.96310568246832e-05
67028,2610002M06Rik,-0.968652185952814,5.01078550775074,41.5528676174173,3.67715404837527e-07,5.02217939099455e-05
105787,Prkaa1,-1.10402435528942,4.89508896020979,41.5140797081744,3.70820175322294e-07,5.03926077254231e-05
22367,Vrk1,-1.05560586216982,5.54566015199611,41.4666389567752,3.74655608436285e-07,5.06605213019392e-05
170822,Usp33,-0.878140752640261,5.44601605076671,41.4202692557576,3.78445350822457e-07,5.08990912813023e-05
68857,Dtwd2,-1.28832443653763,2.11388284863042,41.3871762335244,3.81174989120481e-07,5.08990912813023e-05
29871,Scmh1,-0.966605089259569,4.8582078219339,41.3767642975548,3.82038140527086e-07,5.08990912813023e-05
74140,Tm9sf1,-0.781042804192341,5.65360301934358,41.354193036191,3.83916466228081e-07,5.0899832368844e-05
20655,Sod1,-0.828036369988676,8.37692476538434,41.3173422860904,3.87004289243232e-07,5.10601435793292e-05
191578,Helq,-1.44280139162541,3.73707931719486,41.1875144621845,3.98095629209561e-07,5.22697637984863e-05
319586,Celf5,4.42515686080886,-1.24222575373437,44.4487680209449,4.00718323513151e-07,5.23611697825189e-05
13667,Eif2b4,-1.04575698602842,5.15355455222617,41.1067574212376,4.05165406417533e-07,5.26889501484313e-05
76467,Msrb2,-1.37599017170127,3.54230501288216,41.0236605323681,4.12579957250688e-07,5.31094081107663e-05
68240,Rpa3,-1.5190751602372,4.81787406134814,41.0097508965105,4.13835154995264e-07,5.31094081107663e-05
13929,Amz2,-1.04863664260416,5.22423767472022,41.0050441715271,4.14260808693567e-07,5.31094081107663e-05
230657,Tmem69,-1.11451124210137,3.97980127927716,40.9765521183893,4.16847479979762e-07,5.31901298515022e-05
69263,Rfc3,-1.53680675534724,4.74076527018873,40.9432553458507,4.19892191137585e-07,5.33282703875159e-05
11513,Adcy7,-1.35609137067447,5.44095246600237,40.9060520933314,4.23322188290263e-07,5.35138314211212e-05
208518,Cep78,-1.41290186340682,3.28857776399188,40.8804688337426,4.25698194979668e-07,5.35650520432982e-05
68117,Apool,-1.00153263498264,4.37437452461847,40.8583791581551,4.27761180654555e-07,5.3576595064563e-05
56248,Ak3,-0.983843741441547,7.33216434212104,40.832588170927,4.30183334144679e-07,5.36328111867809e-05
20425,Shmt1,1.61334564502888,6.1781361183442,40.6443214186994,4.48313544686066e-07,5.56379626987333e-05
432486,Gnptab,-1.07986863030757,5.20611290231298,40.5749150730128,4.55201499047919e-07,5.61622949320561e-05
213539,Bag2,-1.60772157972783,3.52745730799714,40.5602504083629,4.56671223370411e-07,5.61622949320561e-05
22381,Tceal9,-0.878094635230585,5.11580782081976,40.5308080985884,4.59637294195752e-07,5.62724415267853e-05
65114,Vps35,-0.89979957350328,7.00943160594573,40.4678019486173,4.66053882524669e-07,5.68021456194528e-05
76051,Ganc,-0.977196797827568,4.24754853561392,40.4374646920458,4.69177453887781e-07,5.69275625857858e-05
50496,E2f6,-1.04568094309019,4.34851351346519,40.4086045967612,4.72169659220162e-07,5.69437526333965e-05
67236,Cinp,-1.14748830295381,4.46776470390787,40.3854792010616,4.74581976433376e-07,5.69437526333965e-05
18393,Orc2,-1.32119757581527,5.66413402208592,40.3757929089293,4.75596300370912e-07,5.69437526333965e-05
117591,Slc2a9,1.59459706714761,4.34555040114854,40.3257722653888,4.80871255187424e-07,5.73228063365745e-05
66403,Asf1a,-1.14694652962392,4.94680362651736,40.2778281870908,4.85985809839604e-07,5.76795123389982e-05
11764,Ap1b1,-1.1487755349074,6.87834214959462,40.1834142177623,4.96228017581827e-07,5.84600751043033e-05
66223,Mrpl35,-0.943073953358027,4.86122171974825,40.1776167490072,4.96864393432211e-07,5.84600751043033e-05
228033,Atp5g3,-0.822548634959589,7.50267762332916,40.0870238710583,5.06922437789874e-07,5.93864005891853e-05
60455,Tmem8,-1.72431195135672,4.26246529846264,40.0319074509128,5.13147767617493e-07,5.98576960346603e-05
234664,Nae1,-0.982849316790546,4.83941112212714,39.9813049419049,5.18935065924327e-07,6.02740861399884e-05
12014,Bach2,-1.94129882427575,4.41935064525763,39.8255671244819,5.37187378072559e-07,6.2128577653762e-05
378462,Morn2,-1.52340510518607,1.56054099705594,39.7149267573113,5.50569601423258e-07,6.34064881232319e-05
232339,Ankrd26,-1.58074245213147,3.45091816600031,39.671048419758,5.55974844458088e-07,6.3665220930266e-05
380712,Tlcd2,-1.48350523325319,4.60759443497445,39.6587409485987,5.57501106788451e-07,6.3665220930266e-05
94061,Mrpl1,-0.937051761542494,4.65614830157568,39.6100381753478,5.63584751152026e-07,6.40906692533929e-05
71607,Snx20,1.63780859351977,4.04913442578183,39.5574407691457,5.70234478512688e-07,6.45766787145681e-05
17101,Lyst,2.00478143187126,6.44012027246962,40.4508134993045,5.72980830016732e-07,6.46184480457458e-05
14712,Gnpat,-0.976008718905075,6.12018311551891,39.4991796338551,5.77698037792567e-07,6.48812188808437e-05
72124,Seh1l,-0.820558414729994,5.90008832403428,39.4076889378214,5.89629479733631e-07,6.58015797008553e-05
105278,Cdk20,-1.49126720218653,3.5557109695098,39.3909576439849,5.91839713019558e-07,6.58015797008553e-05
217864,Rcor1,-1.21546897481782,5.11580293873243,39.381025050423,5.93156003779004e-07,6.58015797008553e-05
223978,Cpped1,1.0184217022111,5.08528448981571,39.2647615716295,6.08797774173057e-07,6.72622548953233e-05
66980,Zdhhc6,-0.924742326330654,5.57793159116555,39.2227525089247,6.14557239105703e-07,6.74218228211759e-05
272396,Tarsl2,-1.57673219976486,4.41065946365556,39.2091366472847,6.16436426311449e-07,6.74218228211759e-05
72614,Pih1d2,-2.0616044493843,-0.517685154879812,39.2001215171843,6.17684016427124e-07,6.74218228211759e-05
20663,Sos2,-0.915704802368113,4.86739059773127,39.1531535670313,6.24227539965657e-07,6.77497731184216e-05
